,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,date of arrival
21964,3,0,1,2,Meal Plan 1,0,Room_Type 1,128,Online,0,0,0,140.7,0,Canceled,2018-07-11
21965,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,126.0,0,Not_Canceled,2018-03-18
21966,2,1,0,3,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,127.5,2,Canceled,2018-08-10
21967,2,0,1,2,Not Selected,0,Room_Type 1,87,Online,0,0,0,79.5,1,Not_Canceled,2018-04-04
21968,2,0,2,0,Not Selected,0,Room_Type 1,22,Online,0,0,0,139.0,0,Not_Canceled,2018-08-07
21969,3,0,0,4,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,129.5,4,Not_Canceled,2018-03-09
21970,2,0,1,2,Meal Plan 1,0,Room_Type 1,112,Online,0,0,0,87.3,1,Not_Canceled,2018-04-11
21971,3,0,2,3,Meal Plan 1,0,Room_Type 4,105,Online,0,0,0,116.8,2,Not_Canceled,2018-12-01
21972,1,0,1,1,Meal Plan 1,0,Room_Type 1,32,Corporate,1,0,8,65.0,1,Not_Canceled,2018-07-04
21973,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,96.3,0,Not_Canceled,2018-04-08
21974,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,Aviation,1,0,1,95.0,0,Not_Canceled,2018-06-20
21975,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,89.0,0,Not_Canceled,2018-07-29
21976,2,0,2,2,Meal Plan 1,0,Room_Type 1,153,Online,0,0,0,99.45,1,Not_Canceled,2018-07-23
21977,2,0,1,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,91.5,2,Not_Canceled,2018-11-19
21978,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,120.0,0,Canceled,2018-10-11
21979,2,0,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,86.5,0,Not_Canceled,2018-01-19
21980,2,0,2,1,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,140.4,0,Canceled,2018-05-28
21981,2,0,2,4,Not Selected,0,Room_Type 1,97,Online,0,0,0,84.43,0,Canceled,2018-05-01
21982,1,0,2,2,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,67.5,0,Not_Canceled,2018-01-24
21983,2,0,2,2,Meal Plan 1,0,Room_Type 2,256,Online,0,0,0,96.25,1,Not_Canceled,2018-08-07
21984,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,99.9,0,Canceled,2018-04-12
21985,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,58.0,0,Not_Canceled,2018-01-25
21986,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,Corporate,0,0,0,79.0,0,Not_Canceled,2018-07-07
21987,3,0,1,1,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,168.3,0,Canceled,2018-09-24
21988,1,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,129.0,2,Not_Canceled,2018-10-17
21989,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Canceled,2018-07-21
21990,3,0,2,1,Meal Plan 1,0,Room_Type 6,39,Offline,0,0,0,88.0,1,Not_Canceled,2018-01-10
21991,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,Canceled,2018-10-12
21992,2,0,2,1,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,108.0,1,Not_Canceled,2018-02-27
21993,2,2,1,1,Meal Plan 1,0,Room_Type 6,71,Online,0,0,0,168.3,2,Not_Canceled,2018-04-18
21994,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,Canceled,2018-02-28
21995,2,0,2,3,Meal Plan 1,0,Room_Type 1,93,Offline,0,0,0,72.25,1,Not_Canceled,2018-07-10
21996,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95.0,0,Canceled,2018-05-13
21997,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,90.0,0,Not_Canceled,2018-07-21
21998,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,Canceled,2018-10-03
21999,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,Not_Canceled,2017-08-14
22000,2,0,1,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,124.0,1,Not_Canceled,2017-09-21
22001,2,0,1,4,Meal Plan 1,0,Room_Type 4,76,Online,0,0,0,132.6,2,Not_Canceled,2018-05-30
22002,2,0,2,3,Not Selected,0,Room_Type 1,116,Online,0,0,0,89.25,0,Canceled,2018-05-15
22003,2,0,0,1,Meal Plan 1,0,Room_Type 4,15,Online,0,0,0,164.0,0,Not_Canceled,2018-09-28
22004,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130.0,0,Canceled,2018-03-25
22005,2,1,0,5,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,128.0,2,Not_Canceled,2018-03-01
22006,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-02
22007,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,120.0,0,Canceled,2018-10-10
22008,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,109.0,0,Canceled,2018-06-06
22009,2,0,2,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,100.87,1,Not_Canceled,2018-05-15
22010,2,0,2,5,Not Selected,0,Room_Type 1,25,Online,0,0,0,81.86,1,Canceled,2018-03-08
22011,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,Offline,0,0,0,112.2,0,Canceled,2018-06-15
22012,2,0,1,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,113.72,1,Not_Canceled,2018-11-07
22013,2,0,0,2,Meal Plan 1,0,Room_Type 1,38,Corporate,0,0,0,85.0,0,Not_Canceled,2018-12-02
22014,2,0,0,1,Not Selected,0,Room_Type 1,182,Online,0,0,0,94.5,1,Canceled,2018-08-03
22015,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,3,65.0,0,Not_Canceled,2017-12-27
22016,2,1,0,3,Meal Plan 1,0,Room_Type 6,29,Online,0,0,0,217.1,2,Not_Canceled,2018-06-09
22017,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,117.9,1,Not_Canceled,2018-07-04
22018,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,65.0,0,Not_Canceled,2018-05-10
22019,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,90.0,2,Not_Canceled,2017-08-29
22020,1,0,1,1,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,121.5,0,Canceled,2018-03-26
22021,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,72.0,0,Not_Canceled,2018-11-04
22022,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,115.0,1,Canceled,2018-07-30
22023,2,1,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,77.5,0,Not_Canceled,2017-10-17
22024,2,0,0,1,Not Selected,0,Room_Type 1,14,Offline,0,0,0,76.5,0,Not_Canceled,2018-09-27
22025,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,Offline,0,0,0,82.0,0,Not_Canceled,2018-02-24
22026,1,0,0,5,Meal Plan 1,0,Room_Type 1,174,Offline,0,0,0,111.0,0,Canceled,2018-09-06
22027,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,Canceled,2018-10-12
22028,2,1,0,1,Not Selected,0,Room_Type 1,21,Online,0,0,0,146.5,2,Not_Canceled,2018-08-24
22029,2,0,0,3,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,126.9,0,Not_Canceled,2018-05-17
22030,2,0,1,2,Not Selected,0,Room_Type 1,185,Online,0,0,0,79.2,0,Canceled,2018-12-16
22031,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,154.0,1,Not_Canceled,2018-10-11
22032,2,0,2,1,Meal Plan 1,0,Room_Type 2,106,Online,0,0,0,91.6,2,Not_Canceled,2018-12-25
22033,2,0,0,3,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,99.0,2,Canceled,2018-11-03
22034,1,0,2,3,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,129.2,0,Canceled,2018-04-09
22035,2,0,2,1,Meal Plan 1,0,Room_Type 1,87,Offline,0,0,0,80.75,1,Not_Canceled,2018-10-23
22036,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104.0,0,Not_Canceled,2018-04-06
22037,2,0,2,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,78.3,0,Not_Canceled,2018-01-16
22038,1,0,2,2,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,89.46,0,Canceled,2018-04-24
22039,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Offline,0,0,0,100.0,0,Canceled,2018-05-20
22040,3,0,2,3,Meal Plan 1,0,Room_Type 4,132,Online,0,0,0,162.0,0,Canceled,2018-09-09
22041,2,0,0,2,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,124.04,1,Not_Canceled,2018-09-14
22042,2,0,1,1,Not Selected,0,Room_Type 1,70,Online,0,0,0,94.5,0,Canceled,2018-04-23
22043,2,0,1,2,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,137.4,3,Not_Canceled,2018-06-03
22044,2,0,1,1,Meal Plan 1,0,Room_Type 4,95,Offline,0,0,0,90.95,0,Not_Canceled,2018-05-16
22045,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,89.0,0,Canceled,2018-03-29
22046,2,0,1,4,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,106.2,0,Canceled,2018-10-31
22047,2,0,0,4,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,168.5,0,Not_Canceled,2018-07-06
22048,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,95.0,1,Not_Canceled,2017-09-11
22049,2,0,2,3,Meal Plan 1,0,Room_Type 4,35,Offline,0,0,0,96.3,0,Not_Canceled,2018-06-17
22050,1,0,0,3,Meal Plan 1,0,Room_Type 1,322,Online,1,1,0,100.8,0,Canceled,2018-09-01
22051,2,0,0,2,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,93.6,3,Not_Canceled,2018-11-18
22052,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,146.33,1,Canceled,2018-10-20
22053,2,0,0,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,160.0,2,Not_Canceled,2018-10-07
22054,2,0,1,1,Not Selected,0,Room_Type 1,21,Online,0,0,0,79.0,0,Not_Canceled,2018-03-14
22055,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,250.0,0,Canceled,2018-10-11
22056,2,0,1,4,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,92.65,2,Not_Canceled,2018-04-25
22057,2,0,1,2,Meal Plan 2,0,Room_Type 1,98,Online,0,0,0,124.2,1,Not_Canceled,2018-11-18
22058,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121.0,0,Not_Canceled,2017-09-30
22059,1,0,1,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,123.0,0,Not_Canceled,2018-06-20
22060,2,0,1,1,Meal Plan 1,0,Room_Type 1,167,Offline,0,0,0,72.25,1,Not_Canceled,2018-07-25
22061,2,0,0,3,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,151.2,1,Not_Canceled,2018-10-04
22062,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,Offline,0,0,0,95.0,0,Canceled,2018-04-24
22063,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,87.0,0,Not_Canceled,2018-03-04
22064,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-13
22065,2,0,2,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,116.56,2,Not_Canceled,2017-09-19
22066,3,0,2,1,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,109.0,0,Not_Canceled,2018-12-03
22067,2,0,2,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,125.0,0,Not_Canceled,2018-12-31
22068,2,0,1,0,Not Selected,0,Room_Type 1,12,Online,0,0,0,85.0,0,Not_Canceled,2017-12-28
22069,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,Canceled,2018-11-04
22070,2,0,1,3,Meal Plan 1,0,Room_Type 4,75,Online,0,0,0,88.83,0,Not_Canceled,2018-03-17
22071,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,Offline,0,0,0,94.5,0,Canceled,2017-07-18
22072,1,0,1,2,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,122.0,0,Canceled,2018-09-19
22073,1,0,1,3,Meal Plan 1,0,Room_Type 4,15,Corporate,0,0,0,75.0,0,Not_Canceled,2018-03-07
22074,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80.0,0,Canceled,2018-05-19
22075,2,0,0,1,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,125.55,0,Canceled,2018-10-05
22076,2,0,1,1,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,93.6,2,Not_Canceled,2018-12-05
22077,2,0,2,1,Meal Plan 1,0,Room_Type 2,194,Online,0,0,0,86.62,0,Canceled,2018-07-09
22078,1,0,0,1,Meal Plan 1,1,Room_Type 1,30,Online,0,0,0,139.5,2,Not_Canceled,2018-09-15
22079,2,0,0,4,Meal Plan 1,0,Room_Type 4,93,Offline,0,0,0,61.0,0,Not_Canceled,2017-12-30
22080,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Complementary,1,2,5,103.42353907649897,3,Not_Canceled,2018-06-27
22081,1,0,0,4,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,129.0,1,Canceled,2018-10-26
22082,2,0,2,3,Meal Plan 1,0,Room_Type 5,9,Online,0,0,0,98.64,0,Not_Canceled,2017-12-25
22083,2,0,1,3,Meal Plan 1,0,Room_Type 1,170,Online,0,0,0,108.9,2,Canceled,2018-10-03
22084,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,Offline,0,0,0,78.0,0,Canceled,2018-08-19
22085,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,73.8,2,Not_Canceled,2017-11-10
22086,2,0,2,3,Meal Plan 1,0,Room_Type 2,3,Online,0,0,0,87.7,0,Not_Canceled,2017-11-08
22087,2,0,0,3,Meal Plan 1,0,Room_Type 1,137,Online,0,0,0,105.3,1,Not_Canceled,2018-07-12
22088,2,0,0,1,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,117.9,0,Canceled,2018-07-20
22089,2,2,0,3,Meal Plan 1,0,Room_Type 6,7,Online,0,0,0,201.0,1,Canceled,2018-04-20
22090,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104.0,0,Not_Canceled,2018-04-06
22091,2,0,2,0,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,91.48,1,Not_Canceled,2018-09-25
22092,2,0,1,5,Meal Plan 1,0,Room_Type 4,144,Online,0,0,0,112.8,1,Not_Canceled,2018-08-23
22093,2,2,1,2,Meal Plan 1,0,Room_Type 6,40,Online,0,0,0,183.9,2,Not_Canceled,2018-06-27
22094,2,0,2,5,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,102.85,1,Canceled,2018-10-05
22095,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-02
22096,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121.0,0,Not_Canceled,2017-09-30
22097,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,65.0,1,Not_Canceled,2018-05-20
22098,2,0,0,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,104.49,1,Not_Canceled,2018-05-07
22099,3,0,0,3,Meal Plan 1,0,Room_Type 4,120,Offline,0,0,0,146.53,0,Not_Canceled,2018-09-28
22100,2,2,0,3,Meal Plan 1,0,Room_Type 6,5,Online,0,0,0,189.43,2,Not_Canceled,2018-04-26
22101,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,65.0,0,Canceled,2017-10-15
22102,2,0,2,1,Not Selected,0,Room_Type 1,25,Online,0,0,0,133.0,1,Canceled,2018-10-02
22103,2,0,2,2,Not Selected,0,Room_Type 1,18,Online,0,0,0,83.04,1,Not_Canceled,2018-12-02
22104,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100.0,0,Canceled,2018-05-31
22105,2,0,1,2,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,96.3,0,Canceled,2018-04-18
22106,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,Canceled,2018-10-03
22107,2,0,0,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,63.75,0,Canceled,2017-08-20
22108,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,Complementary,0,0,0,103.42353907649897,1,Not_Canceled,2017-12-04
22109,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,104.0,2,Not_Canceled,2018-12-05
22110,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,156.0,0,Not_Canceled,2018-05-05
22111,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,Corporate,1,0,1,65.0,0,Not_Canceled,2018-11-22
22112,2,0,1,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,126.0,2,Not_Canceled,2017-10-19
22113,2,1,0,4,Meal Plan 1,1,Room_Type 1,156,Online,0,0,0,91.96,2,Not_Canceled,2018-07-19
22114,2,0,2,5,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,69.29,0,Not_Canceled,2018-12-27
22115,2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,67.7,0,Not_Canceled,2018-01-14
22116,2,0,0,4,Meal Plan 1,0,Room_Type 4,55,Offline,0,0,0,60.0,0,Not_Canceled,2017-11-17
22117,3,0,0,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,167.0,0,Canceled,2018-04-27
22118,2,0,0,2,Meal Plan 1,0,Room_Type 4,16,Online,0,0,0,117.5,2,Not_Canceled,2018-12-02
22119,1,2,0,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,101.55,1,Canceled,2018-12-27
22120,2,1,0,4,Meal Plan 1,0,Room_Type 1,201,Online,0,0,0,82.28,3,Not_Canceled,2018-11-01
22121,2,0,1,0,Not Selected,0,Room_Type 1,23,Online,0,0,0,62.0,0,Not_Canceled,2018-01-11
22122,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-13
22123,1,0,1,1,Meal Plan 2,0,Room_Type 5,96,Offline,0,0,0,123.5,0,Canceled,2017-09-28
22124,2,0,2,1,Meal Plan 1,0,Room_Type 1,201,Online,0,0,0,106.2,1,Canceled,2018-05-01
22125,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,Offline,0,0,0,80.75,3,Not_Canceled,2018-06-18
22126,2,2,0,2,Meal Plan 1,0,Room_Type 6,6,Online,0,0,0,196.0,0,Canceled,2018-04-08
22127,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,Corporate,0,0,0,76.0,0,Not_Canceled,2018-03-08
22128,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,89.89,2,Not_Canceled,2018-12-03
22129,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,Offline,0,0,0,110.0,0,Canceled,2018-09-19
22130,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,140.0,2,Not_Canceled,2018-10-29
22131,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Canceled,2018-07-21
22132,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,132.33,1,Not_Canceled,2017-10-23
22133,2,0,0,1,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,135.9,0,Canceled,2018-08-27
22134,2,0,0,2,Meal Plan 1,1,Room_Type 2,259,Online,0,0,0,95.85,2,Canceled,2018-07-22
22135,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,1,2,6,65.0,0,Not_Canceled,2017-10-20
22136,2,0,1,2,Not Selected,0,Room_Type 1,9,Offline,0,0,0,58.0,0,Not_Canceled,2018-02-08
22137,2,0,0,4,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,110.8,1,Not_Canceled,2017-12-30
22138,3,0,0,2,Meal Plan 1,0,Room_Type 1,239,Online,0,0,0,128.7,1,Canceled,2018-10-28
22139,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,85.5,2,Not_Canceled,2017-09-16
22140,2,0,0,3,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,123.3,2,Not_Canceled,2018-09-01
22141,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,87.0,0,Not_Canceled,2017-08-14
22142,2,1,0,2,Meal Plan 2,0,Room_Type 1,78,Offline,0,0,0,120.49,0,Not_Canceled,2018-12-16
22143,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,Offline,0,0,0,110.0,0,Canceled,2017-10-12
22144,2,0,2,3,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,74.61,1,Not_Canceled,2018-12-24
22145,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,99.2,1,Not_Canceled,2018-12-02
22146,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-02
22147,2,0,0,1,Not Selected,0,Room_Type 1,9,Online,0,0,0,75.0,0,Not_Canceled,2018-01-29
22148,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,82.66,0,Not_Canceled,2018-07-23
22149,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,95.0,0,Not_Canceled,2018-04-05
22150,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,Offline,0,0,0,94.5,0,Canceled,2017-08-08
22151,1,0,1,4,Not Selected,0,Room_Type 1,9,Online,0,0,0,54.9,0,Not_Canceled,2018-01-18
22152,2,0,1,2,Not Selected,0,Room_Type 1,127,Online,0,0,0,79.2,1,Not_Canceled,2018-11-25
22153,2,0,0,3,Meal Plan 1,0,Room_Type 4,93,Online,0,0,0,177.3,2,Canceled,2018-09-27
22154,1,0,0,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,98.1,0,Canceled,2018-05-25
22155,1,2,2,5,Meal Plan 2,0,Room_Type 1,80,Online,0,0,0,101.77,3,Not_Canceled,2018-12-20
22156,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Canceled,2018-07-21
22157,3,0,1,3,Meal Plan 1,0,Room_Type 6,17,Offline,0,0,0,109.0,0,Not_Canceled,2017-12-24
22158,2,0,1,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,123.2,0,Not_Canceled,2018-08-29
22159,2,0,2,2,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,99.45,0,Canceled,2018-05-08
22160,3,0,2,1,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,191.0,0,Not_Canceled,2018-08-06
22161,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,93.6,2,Not_Canceled,2018-12-02
22162,1,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,72.1,0,Not_Canceled,2018-03-04
22163,2,0,0,3,Meal Plan 1,0,Room_Type 1,84,Online,0,0,0,87.3,1,Not_Canceled,2018-03-29
22164,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,72.25,2,Not_Canceled,2017-11-23
22165,2,0,0,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,89.0,1,Not_Canceled,2018-03-29
22166,2,0,2,3,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,104.55,1,Canceled,2018-04-29
22167,2,0,0,4,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,121.05,0,Canceled,2018-07-27
22168,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,64.0,0,Not_Canceled,2018-01-25
22169,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,149.0,1,Not_Canceled,2018-08-25
22170,1,0,2,1,Meal Plan 2,0,Room_Type 1,220,Offline,0,0,0,128.0,0,Canceled,2018-09-17
22171,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,Offline,0,0,0,90.0,0,Canceled,2018-05-29
22172,2,0,1,3,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,156.5,0,Canceled,2018-09-15
22173,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,Offline,0,0,0,90.0,0,Canceled,2018-05-29
22174,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,129.0,2,Not_Canceled,2018-06-22
22175,2,0,2,0,Not Selected,0,Room_Type 1,38,Online,0,0,0,125.1,0,Canceled,2018-09-18
22176,2,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,119.0,1,Not_Canceled,2018-09-02
22177,2,0,1,3,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,104.85,1,Not_Canceled,2018-10-31
22178,2,0,0,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,89.0,1,Not_Canceled,2018-04-07
22179,2,0,2,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,82.33,0,Not_Canceled,2018-02-14
22180,2,0,2,3,Meal Plan 1,0,Room_Type 4,152,Online,0,0,0,113.9,0,Canceled,2018-08-19
22181,2,2,1,5,Meal Plan 1,0,Room_Type 2,18,Online,0,0,0,77.88,0,Canceled,2018-02-01
22182,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,Not_Canceled,2017-08-14
22183,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,97.02,1,Not_Canceled,2018-06-01
22184,2,0,2,0,Not Selected,1,Room_Type 1,4,Online,0,0,0,72.75,1,Not_Canceled,2017-11-29
22185,1,0,2,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,70.0,1,Not_Canceled,2018-12-29
22186,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90.0,0,Not_Canceled,2018-11-11
22187,2,0,1,5,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,137.2,1,Not_Canceled,2018-10-03
22188,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,85.0,0,Canceled,2018-04-22
22189,2,0,2,2,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,156.0,1,Not_Canceled,2018-06-19
22190,2,0,1,2,Meal Plan 1,0,Room_Type 1,110,Online,0,0,0,118.8,2,Canceled,2018-10-10
